horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
4,rf_roll3_caret_cv,0.7001278498005927,0.8010877904931805,0.2918876406698759,1,variance,10,Fold7
4,rf_roll3_caret_cv,0.6929783979244206,0.8083594949992418,0.29154731694126723,1,variance,20,Fold7
4,rf_roll3_caret_cv,0.6519320232903131,0.8176627366315848,0.27012810450469715,1,variance,5,Fold8
4,rf_roll3_caret_cv,0.6460441138069107,0.8226077882975424,0.26923578725934577,1,variance,10,Fold8
4,rf_roll3_caret_cv,0.640546795941222,0.8285564111855892,0.26880060849756415,1,variance,20,Fold8
4,rf_roll3_caret_cv,0.6901216070974364,0.8049143997571244,0.2880997910346338,1,variance,5,Fold9
4,rf_roll3_caret_cv,0.6814192873209373,0.8114066108966413,0.2863568193933592,1,variance,10,Fold9
4,rf_roll3_caret_cv,0.6674451365449087,0.8206050267039124,0.2829438226576517,1,variance,20,Fold9
5,rf_roll3_caret_cv,0.7773349701486711,0.6401932308393536,0.2836297299331194,1,variance,5,Fold1
5,rf_roll3_caret_cv,0.7729734495611649,0.6445223624197293,0.28169055981914765,1,variance,10,Fold1
5,rf_roll3_caret_cv,0.7662084398946257,0.6513728111760585,0.27896548107971436,1,variance,20,Fold1
5,rf_roll3_caret_cv,0.7732267611988068,0.7507089670874586,0.3122802644744208,1,variance,5,Fold10
5,rf_roll3_caret_cv,0.7591399183760241,0.7606369119271815,0.30896587985422386,1,variance,10,Fold10
5,rf_roll3_caret_cv,0.744118518997286,0.7716636864351949,0.3036478198092654,1,variance,20,Fold10
5,rf_roll3_caret_cv,0.784874997613982,0.6670495760617694,0.28878826387135964,1,variance,5,Fold2
5,rf_roll3_caret_cv,0.7772404479090025,0.6740717094003025,0.286067197492756,1,variance,10,Fold2
5,rf_roll3_caret_cv,0.7691723628141166,0.6819920709837969,0.2840131554553438,1,variance,20,Fold2
5,rf_roll3_caret_cv,0.8116476640931846,0.6635080450845632,0.29367134752155427,1,variance,5,Fold3
5,rf_roll3_caret_cv,0.805407539086311,0.6721074623812029,0.29374048962651556,1,variance,10,Fold3
5,rf_roll3_caret_cv,0.7891396332793513,0.6889192275502036,0.29124260921004425,1,variance,20,Fold3
5,rf_roll3_caret_cv,0.840649804959726,0.7285856662101232,0.30723271492764487,1,variance,5,Fold4
5,rf_roll3_caret_cv,0.8216261625045603,0.7470196734936226,0.30638711944364655,1,variance,10,Fold4
5,rf_roll3_caret_cv,0.8013160056397391,0.765937287806806,0.3046170231173927,1,variance,20,Fold4
5,rf_roll3_caret_cv,0.8042342339890476,0.7481084698855174,0.318562716747827,1,variance,5,Fold5
5,rf_roll3_caret_cv,0.8006294463586069,0.7521885480142011,0.3172279637915842,1,variance,10,Fold5
5,rf_roll3_caret_cv,0.7926595685006912,0.7601701453133268,0.3148399390416266,1,variance,20,Fold5
5,rf_roll3_caret_cv,0.8065670931910963,0.7252150776642678,0.33653668246311064,1,variance,5,Fold6
5,rf_roll3_caret_cv,0.8020063295281643,0.7299787191348738,0.33509893687187664,1,variance,10,Fold6
5,rf_roll3_caret_cv,0.7911904517773412,0.7390091120207641,0.3310431406281223,1,variance,20,Fold6
