horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
5,rf_lag123_caret_cv,0.7112677537890534,0.7830195543745948,0.29926186092466506,2,variance,5,Fold6
5,rf_lag123_caret_cv,0.7216723048454917,0.7767548520248804,0.29923583530379627,3,variance,5,Fold6
5,rf_lag123_caret_cv,0.6228145608977094,0.8385819590550767,0.2743782325855279,1,variance,5,Fold7
5,rf_lag123_caret_cv,0.641559557372191,0.8263237161793496,0.2719187626854847,2,variance,5,Fold7
5,rf_lag123_caret_cv,0.6493836294536292,0.8213302371542281,0.2717610286106865,3,variance,5,Fold7
5,rf_lag123_caret_cv,0.5647158747014663,0.8601224532342042,0.25180040972303386,1,variance,5,Fold8
5,rf_lag123_caret_cv,0.578903972593936,0.8511167540860217,0.24628200157497976,2,variance,5,Fold8
5,rf_lag123_caret_cv,0.5893465336347488,0.8452674826724594,0.2475997366415324,3,variance,5,Fold8
5,rf_lag123_caret_cv,0.6033412409406814,0.8458842149660588,0.26442993954068456,1,variance,5,Fold9
5,rf_lag123_caret_cv,0.61671251685336,0.8371156030195812,0.2611889545972688,2,variance,5,Fold9
5,rf_lag123_caret_cv,0.6273211501574124,0.8307961453307097,0.2616650126735235,3,variance,5,Fold9
6,rf_lag123_caret_cv,0.7619131390073085,0.653258153765499,0.2746301155486799,1,variance,5,Fold1
6,rf_lag123_caret_cv,0.7693975034547231,0.6469848667671588,0.26833179459713047,2,variance,5,Fold1
6,rf_lag123_caret_cv,0.7771584225779806,0.6402931986031468,0.269242083842258,3,variance,5,Fold1
6,rf_lag123_caret_cv,0.6664705007842181,0.8133078819346292,0.28386022664594246,1,variance,5,Fold10
6,rf_lag123_caret_cv,0.6775194983529254,0.8066152048391234,0.2812835931042074,2,variance,5,Fold10
6,rf_lag123_caret_cv,0.687571577827376,0.8007584578706047,0.28348507584803295,3,variance,5,Fold10
6,rf_lag123_caret_cv,0.6672540060893413,0.7612989685485965,0.25775288921104744,1,variance,5,Fold2
6,rf_lag123_caret_cv,0.687755001944498,0.7444628775023486,0.2547456666163798,2,variance,5,Fold2
6,rf_lag123_caret_cv,0.6979656132370492,0.736432597558931,0.2561213365888846,3,variance,5,Fold2
6,rf_lag123_caret_cv,0.7457925417288733,0.7179560327034856,0.2810957969069952,1,variance,5,Fold3
6,rf_lag123_caret_cv,0.7659357700956414,0.6982861288291791,0.2783094589769757,2,variance,5,Fold3
6,rf_lag123_caret_cv,0.7797649695137069,0.6850717884849417,0.28056352521417577,3,variance,5,Fold3
6,rf_lag123_caret_cv,0.7566261768967117,0.7787925026172019,0.28620492899691785,1,variance,5,Fold4
6,rf_lag123_caret_cv,0.7677851275334499,0.7671206308683113,0.2798639550263762,2,variance,5,Fold4
6,rf_lag123_caret_cv,0.7768875621687503,0.7596041952787432,0.28118417736447054,3,variance,5,Fold4
6,rf_lag123_caret_cv,0.7349468372826627,0.7844215908799748,0.3031630692678091,1,variance,5,Fold5
6,rf_lag123_caret_cv,0.7493854283521388,0.7750093496843783,0.2983555175114648,2,variance,5,Fold5
